0, True, Normal, -0.04449223, -0.0428243, -0.06776018, CubeS, 0.015439, 0.040576, 0.065400, Policy
2288, True, Normal, -0.14674319, -0.10817415, -0.09861898, CubeS, -0.023672, 0.028878, 0.065400, Policy
2289, True, Normal, -0.22671029, 0.03105263, -0.11002176, CubeB, 0.064180, 0.003628, 0.065400, Policy
2290, True, Top, -1.56682439, -0.15612554, -1.52094561, Cone1S, 0.036025, -0.042820, 0.050000, Policy
2291, True, Normal, -0.1123164, -0.06715898, -0.15528697, CylinderS, -0.027964, 0.000325, 0.065400, Policy
2292, True, Normal, -0.07427838, -0.04871575, -0.19762127, CubeB, 0.049376, 0.023443, 0.065400, Policy
2293, True, Normal, -0.05076555, -0.05757874, 0.04012152, CylinderS, -0.030083, 0.033074, 0.065400, Policy
2294, True, Normal, -0.11522355, -0.08326661, -0.18817042, CubeS, -0.005208, 0.019170, 0.065400, Policy
2295, True, Top, -1.6708939, -0.05776246, -1.59794925, Cone1S, 0.020024, 0.017440, 0.050000, Policy
2296, True, Normal, -0.09033315, 0.08403863, -0.33328898, CylinderS, 0.042601, 0.000299, 0.065400, Policy
2297, True, Top, -1.6669937, 0.06060282, -1.58561165, Cone1S, -0.035546, 0.017380, 0.050000, Policy
2298, True, Normal, -0.12004048, -0.09862679, -0.02365711, CubeB, -0.024282, 0.011583, 0.065400, Policy
2299, True, Normal, -0.14803828, -0.07744912, -0.12677282, CubeS, -0.019996, 0.043283, 0.065400, Policy
2300, True, Top, -1.63904229, 0.03323824, -1.71634177, Cone1S, 0.021488, -0.034924, 0.050000, Policy
2301, True, Normal, -0.09315546, -0.03521402, -0.30895986, CubeS, -0.031970, 0.028667, 0.065400, Policy
2302, True, Normal, -0.19524132, -0.15522835, -0.1451934, CylinderS, 0.058657, 0.009025, 0.065400, Policy
2303, True, Normal, -0.0117598, -0.17356023, -0.21431259, CubeB, -0.031990, 0.005137, 0.065400, Policy
2304, True, Normal, -0.22800188, -0.05222222, -0.10106055, CubeS, -0.000433, 0.047139, 0.065400, Policy
2305, True, Normal, -0.13392332, -0.2335817, 0.15982482, CubeB, 0.024200, 0.011865, 0.065400, Policy
2306, True, Top, -1.59137648, -0.06678417, -1.61458879, Cone1S, 0.019198, 0.011725, 0.050000, Policy
2307, True, Normal, -0.08749272, 0.10413262, -0.15845494, CylinderS, 0.038649, 0.012846, 0.065400, Policy
2308, True, Normal, -0.05098334, -0.09440856, -0.12626237, CubeB, 0.061812, 0.007982, 0.065400, Policy
2309, True, Normal, -0.20959177, 0.0017009, -0.07877052, CylinderS, -0.025807, 0.020957, 0.065400, Policy
2310, True, Normal, -0.00650567, -0.01492674, -0.09320175, CubeS, 0.045061, 0.021923, 0.065400, Policy
2311, True, Top, -1.70094835, 0.02363502, -1.72261169, Cone1S, 0.015636, 0.014410, 0.050000, Policy
2312, True, Normal, -0.07939705, -0.1594829, 0.00321737, CylinderS, -0.010655, 0.035352, 0.065400, Policy
2313, True, Top, -1.67853595, -0.1601891, -1.5420595, Cone1S, -0.043736, 0.030514, 0.050000, Policy
2314, True, Normal, -0.10757335, -0.16920119, -0.07736532, CubeB, 0.031086, 0.014476, 0.065400, Policy
2315, True, Normal, -0.07311799, -0.12979149, -0.09427573, CubeS, 0.001084, 0.021494, 0.065400, Policy
2316, True, Top, -1.68554569, -0.11067427, -1.73370607, Cone1S, 0.001425, 0.001925, 0.050000, Policy
2317, True, Normal, -0.31059707, -0.19375347, -0.00187529, CubeS, 0.011615, 0.035671, 0.065400, Policy
2318, True, Normal, -0.08648433, -0.0320274, -0.13442372, CylinderS, -0.022661, 0.007721, 0.065400, Policy
2319, True, Normal, -0.16811035, -0.15955101, -0.24607475, CubeB, -0.055418, 0.002023, 0.065400, Policy
2320, True, Normal, -0.24103557, -0.11118178, -0.02456323, CubeS, 0.074055, 0.001029, 0.065400, Policy
2321, True, Normal, -0.05193084, -0.09346049, -0.21320935, CubeB, -0.000708, 0.018071, 0.065400, Policy
2322, True, Top, -1.54061017, -0.20794224, -1.79001978, Cone1S, -0.022567, -0.048540, 0.050000, Policy
2323, True, Normal, -0.0952766, -0.16903528, 0.02812263, CylinderS, 0.062385, 0.010531, 0.065400, Policy
2324, True, Normal, -0.12059554, -0.10702619, -0.11110008, CubeB, 0.013492, 0.032827, 0.065400, Policy
2325, True, Normal, -0.05863899, -0.20671374, -0.08993198, CylinderS, -0.022038, 0.028762, 0.065400, Policy
2326, True, Normal, -0.25509515, -0.06298514, -0.05172527, CubeS, -0.041938, 0.018306, 0.065400, Policy
2327, True, Top, -1.61869053, 0.06100876, -1.7043452, Cone1S, -0.043522, -0.069190, 0.050000, Policy
2328, True, Normal, -0.13968751, -0.1593661, -0.08682407, CylinderS, -0.011649, 0.015877, 0.065400, Policy
2329, True, Top, -1.65125424, -0.12114128, -1.8149889, Cone1S, -0.031159, -0.038843, 0.050000, Policy
2330, True, Normal, 0.04134052, -0.01855431, -0.12687096, CubeB, 0.029751, 0.018713, 0.065400, Policy
2331, True, Normal, -0.11625269, -0.02774189, -0.2301698, CubeS, 0.016679, 0.008786, 0.065400, Policy
2332, True, Top, -1.61883306, -0.0028101, -1.73482584, Cone1S, -0.028139, 0.042053, 0.050000, Policy
2333, True, Normal, -0.14228709, -0.3114032, -0.08498909, CubeS, -0.004175, 0.024473, 0.065400, Policy
2334, True, Normal, -0.15806528, 0.01778793, -0.27365302, CylinderS, 0.006208, 0.008327, 0.065400, Policy
2335, True, Normal, 0.0120422, -0.13641772, -0.12280023, CubeB, 0.032861, 0.012638, 0.065400, Policy
2336, True, Normal, -0.00997147, -0.10319259, -0.26073623, CubeS, 0.026456, 0.028816, 0.065400, Policy
2337, True, Normal, -0.01857084, -0.25350257, -0.19967378, CubeB, 0.003573, 0.020732, 0.065400, Policy
2338, True, Top, -1.59598391, 0.04638193, -1.72476238, Cone1S, 0.009145, -0.002036, 0.050000, Policy
2339, True, Normal, -0.05310318, -0.11965922, -0.1755285, CylinderS, -0.014924, 0.040163, 0.065400, Policy
2340, True, Normal, -0.03210067, -0.1390023, 0.01190178, CubeB, -0.045458, 0.000071, 0.065400, Policy
2341, True, Normal, -0.02972527, 0.05671722, -0.19355588, CylinderS, 0.014563, 0.034860, 0.065400, Policy
2342, True, Normal, -0.06391705, -0.16119366, -0.24635385, CubeS, 0.036811, 0.003323, 0.065400, Policy
2343, True, Top, -1.6697489, 0.08268353, -1.6887794, Cone1S, 0.041996, -0.078729, 0.050000, Policy
2344, True, Normal, -0.20806017, -0.04098016, -0.04151356, CylinderS, 0.011839, 0.038154, 0.065400, Policy
2345, True, Top, -1.72038334, -0.04550706, -1.66123769, Cone1S, -0.001320, 0.026868, 0.050000, Policy
2346, True, Normal, 0.01699764, -0.0827193, -0.21934886, CubeB, -0.017061, 0.000536, 0.065400, Policy
2347, True, Normal, -0.01710378, -0.10709463, -0.15995773, CubeS, 0.017075, 0.022564, 0.065400, Policy
2348, True, Top, -1.65579058, -0.11446803, -1.66844477, Cone1S, -0.015441, 0.011788, 0.050000, Policy
2349, True, Normal, -0.21679496, -0.09340649, 0.02428703, CubeS, -0.012319, 0.034210, 0.065400, Policy
2350, True, Normal, 0.02389981, 0.09206496, 0.14365298, CylinderS, 0.007977, 0.015457, 0.065400, Policy
2351, True, Normal, -0.06831249, 0.08663464, -0.10974509, CubeB, -0.040515, 0.003178, 0.065400, Policy
2352, True, Normal, -0.10510307, -0.07571055, -0.08120441, CubeS, 0.048774, 0.009280, 0.065400, Policy
2353, True, Normal, -0.20478702, -0.25654602, -0.20201277, CubeB, 0.054677, 0.003377, 0.065400, Policy
2354, True, Top, -1.62419756, 0.01453168, -1.5914482, Cone1S, 0.041758, 0.018089, 0.050000, Policy
2355, True, Normal, -0.06083867, -0.13323741, -0.03130315, CylinderS, -0.004045, 0.028563, 0.065400, Policy
2356, True, Normal, -0.05703, -0.19943432, -0.05545433, CubeB, -0.009514, 0.009301, 0.065400, Policy
2357, True, Normal, -0.04932581, -0.0927206, -0.1895259, CylinderS, -0.020397, 0.038870, 0.065400, Policy
2358, True, Normal, -0.18867268, -0.08415652, -0.00157222, CubeS, -0.064242, 0.005175, 0.065400, Policy
2359, True, Top, -1.65553734, -0.01976972, -1.65624108, Cone1S, 0.019779, -0.022356, 0.050000, Policy
2360, True, Normal, 0.02547352, -0.05890138, -0.21888253, CylinderS, 0.037234, 0.001674, 0.065400, Policy
2361, True, Top, -1.55686559, -0.10722952, -1.71986481, Cone1S, 0.034138, -0.022204, 0.050000, Policy
2362, True, Normal, -0.19892301, -0.09683855, -0.18358904, CubeB, -0.016778, 0.027879, 0.065400, Policy
2363, True, Normal, -0.17648764, 0.00876628, -0.04532075, CubeS, -0.011180, 0.033509, 0.065400, Policy
2364, True, Top, -1.71961106, -0.19327267, -1.75633569, Cone1S, 0.031366, 0.037296, 0.050000, Policy
2365, True, Normal, -0.03113554, -0.20566941, -0.10999013, CubeS, -0.007637, 0.035710, 0.065400, Policy
2366, True, Normal, 0.09090214, -0.12853463, -0.32696357, CylinderS, -0.051900, 0.001685, 0.065400, Policy
2367, True, Normal, -0.08557028, -0.11399516, -0.10728704, CubeB, -0.001531, 0.006208, 0.065400, Policy
2368, True, Normal, -0.19190561, -0.07713825, -0.25877519, CubeS, -0.003881, 0.037651, 0.065400, Policy
2369, True, Normal, -0.13606815, -0.14235887, -0.10127359, CubeB, 0.015521, 0.016816, 0.065400, Policy
2370, True, Top, -1.82050601, -0.18880257, -1.6162803, Cone1S, -0.030461, 0.013601, 0.050000, Policy
2371, True, Normal, 0.08167707, -0.07885383, -0.07546347, CylinderS, 0.008649, 0.036400, 0.065400, Policy
2372, True, Normal, 0.05780819, 0.03427407, -0.11600281, CubeB, 0.050167, 0.005370, 0.065400, Policy
2373, True, Normal, -0.06073815, -0.08457469, -0.05903663, CylinderS, -0.045805, 0.009654, 0.065400, Policy
2374, True, Normal, -0.1631559, -0.03636906, -0.1378984, CubeS, 0.024270, 0.017479, 0.065400, Policy
2375, True, Top, -1.71290712, -0.06757114, -1.68482746, Cone1S, 0.024977, 0.028298, 0.050000, Policy
2376, True, Normal, -0.02369467, -0.1978358, -0.21371611, CylinderS, -0.025461, 0.024320, 0.065400, Policy
2377, True, Top, -1.70787539, -0.10399965, -1.63498252, Cone1S, -0.036901, 0.004886, 0.050000, Policy
2378, True, Normal, -0.1513005, -0.02979465, -0.16044061, CubeB, -0.023284, 0.009241, 0.065400, Policy
2379, True, Normal, -0.18427003, 0.01567288, -0.07601558, CubeS, 0.020730, 0.043635, 0.065400, Policy
2380, True, Top, -1.54718032, 0.00531392, -1.78500675, Cone1S, 0.017891, 0.042125, 0.050000, Policy
2381, True, Normal, -0.11566806, -0.13719714, -0.0583782, CubeS, 0.014926, 0.019122, 0.065400, Policy
2382, True, Normal, -0.0354555, -0.05984965, -0.13405716, CylinderS, -0.028892, 0.021846, 0.065400, Policy
2383, True, Normal, -0.28132349, -0.04396623, -0.10714889, CubeB, -0.054691, 0.004350, 0.065400, Policy
2384, True, Normal, -0.02415219, -0.03747873, 0.04185232, CubeS, -0.001155, 0.009421, 0.065400, Policy
2385, True, Normal, -0.01166647, -0.06033624, -0.06289723, CubeB, 0.032295, 0.006054, 0.065400, Policy
2386, True, Top, -1.76469231, -0.20972338, -1.56843936, Cone1S, -0.009727, 0.006122, 0.050000, Policy
2387, True, Normal, -0.0392316, -0.04135427, -0.21063653, CylinderS, -0.031648, 0.038967, 0.065400, Policy
2388, True, Normal, -0.08430605, -0.19303646, -0.03913663, CubeB, 0.018686, 0.012164, 0.065400, Policy
2389, True, Normal, 0.02986697, -0.15185137, -0.15287825, CylinderS, 0.002591, 0.003362, 0.065400, Policy
2390, True, Normal, -0.07959945, 0.12885594, -0.16324005, CubeS, 0.002925, 0.010179, 0.065400, Policy
2391, True, Top, -1.69347582, -0.20197715, -1.53520291, Cone1S, 0.002682, -0.014606, 0.050000, Policy
2392, True, Normal, -0.23670753, -0.10744549, -0.11305954, CylinderS, -0.008828, 0.038316, 0.065400, Policy
2393, True, Top, -1.57002559, -0.24677673, -1.53114636, Cone1S, -0.028598, -0.023373, 0.050000, Policy
2394, True, Normal, -0.06429087, -0.11325979, -0.08361663, CubeB, 0.032248, 0.007813, 0.065400, Policy
2395, True, Normal, -0.18530297, -0.09926524, -0.11819518, CubeS, 0.002092, 0.047647, 0.065400, Policy
2396, True, Top, -1.69473661, -0.10984165, -1.69374389, Cone1S, 0.013875, -0.037872, 0.050000, Policy
2397, True, Normal, -0.13189876, 0.02910028, -0.16229257, CubeS, 0.033940, 0.034666, 0.065400, Policy
2398, True, Normal, -0.03444021, -0.05922014, -0.16697323, CylinderS, 0.057987, 0.013841, 0.065400, Policy
2399, True, Normal, -0.03760212, -0.13871014, -0.1400298, CubeB, 0.037098, 0.002834, 0.065400, Policy
2400, True, Normal, -0.1493101, -0.14321594, -0.16465407, CubeS, -0.030101, 0.010894, 0.065400, Policy
2401, True, Normal, -0.12301916, -0.00547046, 0.01703805, CubeB, 0.013321, 0.018238, 0.065400, Policy
2402, True, Top, -1.42918928, -0.13296148, -1.78795608, Cone1S, 0.005601, -0.023783, 0.050000, Policy
2403, True, Normal, 0.02677108, -0.19415861, -0.19323442, CylinderS, -0.025294, 0.029859, 0.065400, Policy
2404, True, Normal, -0.2473458, 0.00107403, -0.16012174, CubeB, 0.043548, 0.001491, 0.065400, Policy
2405, True, Normal, -0.19114136, -0.13758393, -0.08633436, CylinderS, 0.003267, 0.002555, 0.065400, Policy
2406, True, Normal, -0.17260771, -0.06415916, -0.07567143, CubeS, 0.010236, 0.001728, 0.065400, Policy
2407, True, Top, -1.5808582, -0.11486309, -1.72580565, Cone1S, -0.004032, -0.039354, 0.050000, Policy
2408, True, Normal, -0.15199251, -0.05460983, -0.17608215, CylinderS, 0.014284, 0.005302, 0.065400, Policy
2409, True, Top, -1.69552605, -0.03490407, -1.7000517, Cone1S, -0.012486, 0.002344, 0.050000, Policy
2410, True, Normal, -0.05171181, -0.03921047, -0.1735237, CubeB, -0.034886, 0.011822, 0.065400, Policy
2411, True, Normal, 0.11098731, -0.15266802, -0.06397903, CubeS, -0.066622, 0.006708, 0.065400, Policy
2412, True, Top, -1.7951872, -0.0239942, -1.60114652, Cone1S, 0.036287, 0.027061, 0.050000, Policy
2413, True, Normal, -0.14850894, -0.13261187, -0.20350767, CubeS, -0.014893, 0.008216, 0.065400, Policy
2414, True, Normal, -0.04234766, -0.14538279, 0.04516323, CylinderS, 0.019239, 0.009080, 0.065400, Policy
2415, True, Normal, 0.1174563, -0.13231707, -0.03332105, CubeB, -0.029916, 0.005351, 0.065400, Policy
2416, True, Normal, -0.25848066, -0.03270634, -0.06854734, CubeS, -0.021311, 0.020012, 0.065400, Policy
2417, True, Normal, -0.04511345, -0.10027255, 0.03233373, CubeB, 0.013616, 0.012834, 0.065400, Policy
2418, True, Top, -1.5918076, 0.09397256, -1.67173411, Cone1S, -0.009049, 0.017698, 0.050000, Policy
2419, True, Normal, -0.23982223, -0.04877927, -0.19017679, CylinderS, 0.039107, 0.023844, 0.065400, Policy
2420, True, Normal, -0.00322267, -0.17600165, -0.1015579, CubeB, -0.020132, 0.013290, 0.065400, Policy
2421, True, Normal, -0.12061166, -0.02446945, -0.13521781, CylinderS, -0.033660, 0.032776, 0.065400, Policy
2422, True, Normal, -0.14164406, -0.05505376, -0.12478637, CubeS, -0.017893, 0.045542, 0.065400, Policy
2423, True, Top, -1.54716823, -0.04371091, -1.70195263, Cone1S, 0.032236, -0.006166, 0.050000, Policy
2424, True, Normal, -0.19156961, -0.13229125, -0.00796329, CylinderS, 0.014701, 0.039162, 0.065400, Policy
2425, True, Top, -1.56662376, -0.27790634, -1.80592923, Cone1S, -0.004878, -0.031594, 0.050000, Policy
2426, True, Normal, -0.07036619, -0.06996505, -0.17079646, CubeB, 0.023440, 0.000252, 0.065400, Policy
2427, True, Normal, -0.035805, -0.02034888, -0.10147537, CubeS, 0.045459, 0.023634, 0.065400, Policy
2428, True, Top, -1.57528158, -0.0816927, -1.60650495, Cone1S, 0.034646, 0.014385, 0.050000, Policy
2429, True, Normal, 0.06543485, -0.2779848, -0.05151816, CubeS, 0.026562, 0.018911, 0.065400, Policy
2430, True, Normal, -0.02614648, -0.03263221, -0.17020473, CylinderS, 0.010963, 0.043261, 0.065400, Policy
2431, True, Normal, -0.04313629, -0.12214357, -0.12687139, CubeB, 0.014732, 0.022770, 0.065400, Policy
2432, True, Normal, 0.11105837, -0.10547919, -0.1212099, CubeS, -0.016930, 0.028109, 0.065400, Policy
2433, True, Normal, 0.06988489, -0.12914844, -0.21355043, CubeB, -0.022414, 0.005337, 0.065400, Policy
2434, True, Top, -1.69783807, -0.07574876, -1.64023049, Cone1S, 0.040585, -0.002404, 0.050000, Policy
2435, True, Normal, 0.03682363, -0.02988168, -0.06963568, CylinderS, -0.012737, 0.037232, 0.065400, Policy
2436, True, Normal, -0.03020274, 0.01244316, -0.14605819, CubeB, 0.009108, 0.019175, 0.065400, Policy
2437, True, Normal, 0.03743686, -0.15225772, -0.01848286, CylinderS, -0.022026, 0.028536, 0.065400, Policy
2438, True, Normal, -0.15155842, -0.02314069, -0.15682951, CubeS, -0.006342, 0.025203, 0.065400, Policy
2439, True, Top, -1.45087376, -0.17357691, -1.65880076, Cone1S, -0.000713, -0.046835, 0.050000, Policy
2440, True, Normal, -0.12717235, -0.18272803, -0.1239054, CylinderS, -0.024051, 0.040349, 0.065400, Policy
2441, True, Top, -1.5974198, -0.04914629, -1.57696428, Cone1S, 0.005228, 0.026561, 0.050000, Policy
2442, True, Normal, -0.12844829, -0.25961445, -0.22789036, CubeB, -0.002255, 0.012790, 0.065400, Policy
2443, True, Normal, -0.04963293, -0.10747042, -0.23886247, CubeS, -0.037792, 0.008425, 0.065400, Policy
2444, True, Top, -1.76040214, 0.00817221, -1.65323005, Cone1S, -0.021355, 0.047698, 0.050000, Policy
2445, True, Normal, -0.08827033, -0.09885453, 0.01986158, CubeS, -0.035679, 0.004170, 0.065400, Policy
2446, True, Normal, 0.03569194, 0.00304824, 0.04763529, CylinderS, -0.039207, 0.001845, 0.065400, Policy
2447, True, Normal, -0.0438654, -0.08946839, -0.11106573, CubeB, -0.063806, 0.014111, 0.065400, Policy
2448, True, Normal, -0.07987066, 0.01115289, 0.0210993, CubeS, 0.044683, 0.011431, 0.065400, Policy
2449, True, Normal, 0.03132983, 0.00923187, -0.14794871, CubeB, -0.054929, 0.004069, 0.065400, Policy
2450, True, Top, -1.71852729, -0.16610489, -1.68186658, Cone1S, 0.035584, -0.052576, 0.050000, Policy
2451, True, Normal, -0.19660675, -0.12485656, -0.09988846, CylinderS, 0.074017, 0.002176, 0.065400, Policy
2452, True, Normal, 0.0099191, -0.01058846, -0.06902119, CubeB, 0.016851, 0.023677, 0.065400, Policy
2453, True, Normal, -0.09556006, -0.07790961, 0.03503866, CylinderS, 0.016758, 0.006596, 0.065400, Policy
2454, True, Normal, -0.06206037, -0.12750204, -0.18320051, CubeS, -0.024160, 0.024589, 0.065400, Policy
2455, True, Top, -1.69819695, -0.00463492, -1.79677248, Cone1S, -0.026856, 0.043578, 0.050000, Policy
2456, True, Normal, -0.10222491, -0.00217342, -0.20592943, CylinderS, -0.004608, 0.011700, 0.065400, Policy
2457, True, Top, -1.65148115, -0.09425324, -1.71650122, Cone1S, -0.040791, -0.052998, 0.050000, Policy
2458, True, Normal, -0.09959395, -0.03709987, 0.0015795, CubeB, 0.045635, 0.009146, 0.065400, Policy
2459, True, Normal, -0.19396085, -0.05340589, -0.10248138, CubeS, 0.011324, 0.037566, 0.065400, Policy
2460, True, Top, -1.72443987, -0.20451985, -1.76371331, Cone1S, 0.039973, 0.011427, 0.050000, Policy
2461, True, Normal, -0.06126964, -0.01023534, 0.01912383, CubeS, -0.030150, 0.000855, 0.065400, Policy
2462, True, Normal, -0.11325911, 0.00808097, -0.07570934, CylinderS, 0.055607, 0.014500, 0.065400, Policy
2463, True, Normal, -0.12020817, -0.30384882, -0.33245104, CubeB, -0.035739, 0.008377, 0.065400, Policy
2464, True, Normal, -0.2046414, -0.20165534, -0.12757171, CubeS, 0.032721, 0.031264, 0.065400, Policy
2465, True, Normal, 0.06316553, 0.04007701, -0.00371797, CubeB, -0.065506, 0.005230, 0.065400, Policy
2466, True, Top, -1.78007233, -0.13756722, -1.73822859, Cone1S, 0.009364, -0.012235, 0.050000, Policy
2467, True, Normal, -0.03704631, 0.02217818, 0.00261895, CylinderS, -0.043440, 0.027838, 0.065400, Policy
2468, True, Normal, -0.26597377, -0.1098648, 0.04092663, CubeB, 0.035990, 0.010091, 0.065400, Policy
2469, True, Normal, -0.06149757, -0.18687983, -0.04138259, CylinderS, 0.034484, 0.025367, 0.065400, Policy
2470, True, Normal, -0.00465364, -0.08077308, -0.15755917, CubeS, -0.056966, 0.008347, 0.065400, Policy
2471, True, Top, -1.69137724, -0.10404879, -1.66964325, Cone1S, 0.041491, -0.009609, 0.050000, Policy
2472, True, Normal, -0.05761544, -0.10527667, -0.05825952, CylinderS, 0.010111, 0.029053, 0.065400, Policy
2473, True, Top, -1.64646186, -0.07936025, -1.75115246, Cone1S, 0.033794, 0.018201, 0.050000, Policy
2474, True, Normal, -0.23552443, -0.13808419, -0.14854269, CubeB, 0.010601, 0.026419, 0.065400, Policy
2475, True, Normal, 0.04806298, -0.16021238, -0.06823724, CubeS, 0.021246, 0.037908, 0.065400, Policy
2476, True, Top, -1.71971282, 0.09595979, -1.67446725, Cone1S, -0.013050, -0.052385, 0.050000, Policy
2477, True, Normal, -0.05768586, -0.25019406, -0.0766966, CubeS, 0.022905, 0.015176, 0.065400, Policy
2478, True, Normal, -0.15665525, -0.08386672, -0.00993903, CylinderS, -0.063327, 0.004185, 0.065400, Policy
2479, True, Normal, -0.03467488, -0.02935378, -0.03615001, CubeB, 0.000598, 0.018270, 0.065400, Policy
